id,Sentence,Entities
972,Rebels in eastern Sudan say government war planes have been bombing a rebel area near the border with Eritrea wounding several people.,"eastern Sudan, Eritrea"
973,A spokesman with rebels known as the Eastern Front said Friday the bombing began Thursday in the Barka Valley region near the town of Tokar 120 kilometers south Port Sudan on the Red Sea.,"Eastern Front, Barka Valley, Tokar, Port, Red Sea"
977,Fighting broke out between the rebels and government troops near Tokar early this week.,Tokar
978,Two Sudanese rebel factions joined forces in February to form the Eastern Front.,Eastern Front
979,Pope Benedict XVI has visited the Italian city of L'Aquilla and other central Italian locales devastated earlier this month by a deadly earthquake.,"Benedict XVI, L'Aquilla"
980,"The pontiff Tuesday visited several sites in L'Aquilla a medieval walled city of 70,000 residents.",L'Aquilla
981,His stops included the site of a partially-collapsed college dormitory and the ruins of the 13th century Santa Maria di Collemaggio basilica.,Santa Maria di Collemaggio basilica
983,Benedict earlier visited the village of Onna where 40 of 300 residents perished.,"Benedict, Onna"
984,The 6.4 magnitude quake on April 6 reduced large sections of the Abruzzo region to rubble.,Abruzzo
987,"The top U.S. military commander in Afghanistan says Taleban insurgents could stage a high-profile attack over the next six to nine months despite what he called their more limited"" terrorist capabilities.""","U.S., Afghanistan, Taleban"
988,"Lieutenant General David Barno told reporters Saturday the Taleban fighters are becoming more desperate to"" change the course of events in Afghanistan.""","Lieutenant General David Barno, Taleban, Afghanistan"
989,General Barno said he expects a small hard-core remnant of the Taleban to continue fighting even as the group's military strength fades away.,"General Barno, Taleban"
991,Three world leaders who had key roles in the reunification of Germany gathered Saturday to share their memories of the collapse of the Berlin Wall.,"Germany, Berlin Wall"
992,Germany's ex-chancellor Helmut Kohl former U.S. president George Herbert Walker Bush and former Soviet leader Mikhail Gorbachev were honored at a gathering in Berlin for their efforts in reunifying Germany.,"Germany, Helmut Kohl, U.S., George Herbert Walker Bush, Mikhail Gorbachev, Berlin, Germany"
993,Former Chancellor Kohl now speaks with difficulty after a stroke and is confined to a wheelchair.,Chancellor Kohl
994,He said that although Germany's history was not always proud Germans should be proud of their country's reunification.,Germany
995,At the close of World War II Germany was divided into two separate countries governed under separate ideologies of democracy and communism.,Germany
996,The wall was built starting in 1961 and came to symbolize the divide between the so-called Iron Curtain and the democratic West.,"Iron Curtain, democratic West"
998,Thousands of Icelanders marked the 90th anniversary of sovereignty from Denmark Monday by demanding the government resign over the country's economic crisis.,Denmark
999,Hundreds of marchers tried to storm central bank headquarters in Reykjavik.,Reykjavik
1001,The global financial crisis has left Iceland's economy in shambles.,Iceland
1003,Prime Minister Geir Haarde has refused to resign or call for early elections.,Geir Haarde
1004,He blames Iceland's economic calamity on commercial bankers.,Iceland
1005,The government was forced to ask the International Monetary Fund and several countries for a multi-billion-dollar loan.,International Monetary Fund
1008,40 percent of the world's smokers are thought to live in China and India alone.,"China, India"
1009,The WHO report said an estimated 12 million people will be diagnosed with some form of cancer this year.,WHO
1012,The WHO said the number of new cancer patients may rise to 27 million a year by 2030 with 17 million people dying from the disease.,WHO
1013,A civil liberties group says it has obtained documents that allegedly show U.S. military forces tried to suppress reports about the abuse of Iraqi prisoners.,"U.S., Iraqi"
1014,The documents - released by the American Civil Liberties Union on Tuesday - say staff members of the Pentagon's Defense Intelligence Agency (DIA) witnessed several incidents of abuse including prisoners being assaulted deprived of sleep and humiliated.,"American Civil Liberties Union, Pentagon 's Defense Intelligence Agency, DIA"
1015,"The documents also included complaints that DIA personnel had their e-mails monitored by special forces and were ordered"" not to talk to anyone in the U.S."" about what they witnessed.","DIA, U.S. """
1016,The ACLU obtained the documents after a federal court ordered the Pentagon to comply with a year-old request under the U.S. Freedom of Information Act.,"ACLU, Pentagon, U.S. Freedom of Information Act"
1017,Georgian Prime Minister Zurab Zhvania says he supports democracy in Ukraine and hopes the upcoming Ukrainian presidential election will be free and fair.,"Prime Minister Zurab Zhvania, Ukraine"
1018,Mr. Zhvania who is currently visiting the United States made the comment Wednesday in an interview with the Voice of America.,"Mr. Zhvania, United States, Voice of America"
1019,He also expressed satisfaction with his U.S. visit which began Sunday and says the United States has a great deal of interest in Georgia.,"U.S., United States, Georgia"
1020,Mr. Zhvania has met with a number of high-level U.S. officials including National Security Advisor Condoleezza Rice.,"Mr. Zhvania, National Security Advisor Condoleezza Rice"
1021,He quoted Ms. Rice as saying that Washington recognizes Georgia's territorial integrity in regards to Abkhazia a pro-Russian enclave in Georgia that has run its own affairs since the early 1990s.,"Ms. Rice, Washington, Georgia, Abkhazia, Georgia"
1022,Mr. Zhvania concludes his visit Thursday.,Mr. Zhvania
1023,South Korean police detained a group of anti-Japanese protesters in Seoul Friday after stopping their attempt to hold a mock funeral for Japanese Prime Minister Junichiro Koizumi.,"Seoul, Prime, Junichiro Koizumi"
1024,Hundreds of riot police surrounded about 30 demonstrators who carried an empty coffin and Mr. Koizumi's picture to a park near the Japanese embassy for the funeral.,Mr. Koizumi
1025,Earlier the same group burned a coffin and an effigy of Japanese Ambassador Toshiyuki Takano in front of his residence.,Toshiyuki Takano
1027,Anti-Japanese sentiment runs high in South Korea over territorial claims both countries make to a group of small islands controlled by South Korea and over Tokyo's approval of history books that critics say downplay Japan's wartime atrocities.,"South Korea, South Korea, Tokyo, Japan"
1028,Venezuela's defense minister says his country is considering building unmanned planes and may look to allied countries - such as Iran - for help.,Iran
1029,Defense Minister General Raul Baduel said Monday in Caracas that Venezuela has made progress in the development of pilotless planes.,Raul Baduel
1031,Venezuela has had trouble maintaining the planes since the United States began blocking arms sales to the South American country.,South American
1032,Iran's foreign minister says nuclear talks remain stalled between his government and European negotiators.,Iran
1033,Speaking to reporters Wednesday in Tehran Kamal Kharrazi said Iran has always sought a short-term suspension of its uranium enrichment activities but Britain France and Germany are pressing for a permanent one.,"Tehran, Kamal Kharrazi, Iran"
1036,The head of Iran's Atomic Energy Organization Gholamreza Aghazadeh called on the Europeans to speed up the talks.,"Iran, Atomic Energy Organization, Gholamreza Aghazadeh"
1037,In remarks today he expressed hope the negotiations would protect Iran's scientific achievements which he says the Islamic Republic will never give up.,"Iran, Islamic Republic"
1038,President Bush has declared a state of emergency for the Gulf Coast state of Louisiana as it braces for the expected onslaught of Hurricane Katrina set to make landfall on Monday.,"President Bush, Gulf Coast, Louisiana"
1039,Saturday's emergency declaration authorizes federal officials to coordinate all disaster relief efforts and provide appropriate assistance in several Louisiana parishes.,Louisiana
1040,Hours earlier Louisiana and neighboring Mississippi declared their own states of emergency in preparation for the storm and evacuations of low-lying areas began.,"Louisiana, Mississippi"
1041,Oil rigs in the Gulf of Mexico were evacuated as well as the 11th named storm of this year's Atlantic hurricane season churned over the Gulf's warm waters.,"Gulf of Mexico, Atlantic, Gulf"
1043,Hurricane Katrina slammed into southeast Florida Thursday leaving at least seven people dead.,Florida
1044,Israel's security cabinet has approved a plan to release 900 Palestinian prisoners and withdraw troops from the Palestinian town of Jericho.,"Israel, Jericho"
1045,The plan calls for Israel to free 500 Palestinians after next week's Israeli-Palestinian summit and 400 others over the next three months.,Israel
1047,Both sides say they hope to reach agreement at the Cairo summit on a formal truce ending more than four years of violence.,Cairo
1048,Meanwhile Palestinian gunmen interrupted a two-week old de~facto truce Thursday with an attack on an Israeli military vehicle that wounded an Israeli soldier in the occupied Gaza Strip.,Gaza Strip
1053,The Soyuzcapsule reached the space station Monday -- two days after lifting off from Kazakhstan.,Kazakhstan
1054,It carried cosmonauts Fyodor Yurchikhin and Oleg Kotov and American computer software billionaire Charles Simonyi.,"Fyodor Yurchikhin, Oleg Kotov, Charles Simonyi"
1056,Simonyi brought with him a gourmet dinner to be eaten Thursday which Russia marks as Cosmonauts Day -- the anniversary of Yuri Gagarin's first manned space flight in 1961.,"Simonyi, Russia, Yuri Gagarin"
1057,The current space station crew -- Russian Mikhail Tyurin and American astronauts Miguel Lopez-Alegria and Sunita Williams -- return to Earth with Simonyi on April 20.,"Mikhail Tyurin, Miguel Lopez-Alegria, Sunita Williams, Earth, Simonyi"
1058,"Palestinian President Mahmoud Abbas says he wants a clear position from the United States regarding implementation of the"" road map"" plan for peace in the Middle East.","President Mahmoud Abbas, United States, Middle East"
1059,Mr. Abbas made his comment to reporters as he arrived in Washington late Tuesday for his meeting Thursday with President Bush.,"Mr. Abbas, Washington, President Bush"
1060,A White House spokesman said Wednesday that Mr. Bush believes the road map is the best plan for achieving his vision of two states Israel and Palestine living peacefully side by side.,"White House, Mr. Bush, Israel, Palestine"
1062,Mr. Abbas said he will also ask for economic aid and the two men are expected to discuss Israel's plan to withdraw from the Gaza Strip.,"Mr. Abbas, Israel, Gaza Strip"
1063,A published report in Spain says the armed Basque separatist group ETA has taken responsibility for five attacks in the northern part of the country in recent months.,"Spain, Basque, ETA"
1064,The Gara newspaper Tuesday published an ETA statement saying it carried out the five attacks in June and July.,ETA
1065,ETA says one target was La Peineta stadium which was the centerpiece of Spain's failed bid to host the 2012 Olympics.,"ETA, La Peineta, Spain"
1066,Spanish Prime Minister Jose Luis Rodriguez Zapatero has offered to hold peace talks with ETA if it renounces violence.,"Prime Minister Jose Luis Rodriguez Zapatero, ETA"
1067,ETA has been blamed for more than 800 deaths since the 1960s when it began its armed campaign for a separate Basque homeland in northern Spain.,"ETA, Basque homeland, Spain"
1068,The Who cancelled a March 13 concert in Tampa Florida after lead singer Roger Daltrey fell ill.,"The Who, Tampa, Florida, Roger Daltrey"
1069,The 63-year-old Daltrey walked offstage during the first song; guitarist Pete Townshend later told the crowd he was suffering from bronchitis and could barely speak.,"Daltrey, Pete Townshend"
1070,"The crowd of 9,000 then cheered when Townshend said the show had been rescheduled for March 25.",Townshend
1071,The Who is currently touring in support of Endless Wire its first album since 1982.,The Who
1072,The band next performs March 17 in Mexico City.,Mexico City
1073,The U.S. State Department says the already poor human rights situation in Nepal worsened in the past year with security forces and insurgents alike committing serious human rights abuses.,U.S. State Department
1074,However the report says the governments of India and Sri Lanka generally respected the rights of citizens although serious problems remain.,"India, Sri"
1075,The State Department criticizes Sri Lanka's government and the Tamil Tiger rebel group for violating a ceasefire accord in place since 2002.,"State Department, Sri, Tamil Tiger"
1076,It also says Indian officials have used anti-terrorism laws to justify the use of excessive force against insurgents in Jammu and Kashmir.,"Jammu, Kashmir"
1077,The report describes the human rights situation as poor in Afghanistan a country recovering from 20 years of war.,Afghanistan
1079,Similarly the report says the human rights situations in Bangladesh and Pakistan remain poor as extrajudicial killings and politically motivated violence continue.,"Bangladesh, Pakistan"
1080,Palestinian leader Mahmoud Abbas says he may resign if a Hamas-led government prevents him from advancing the Mideast peace process.,Mahmoud Abbas
1081,In a British (ITV) television interview broadcast Sunday Mr. Abbas said Hamas must abide by existing Palestinian Authority commitments recognizing Israel and denouncing the use of violence.,"ITV, Mr. Abbas, Hamas, Israel"
1082,He said that if he can not continue his policies regarding Israel he will resign.,Israel
1083,Mr. Abbas was elected for a four-year term as president of the Palestinian Authority in January 2005.,Mr. Abbas
1084,Hamas considered a terrorist organization by the West wrested control of the legislature from the ruling Fatah party in parliamentary elections last month.,"Hamas, West, Fatah"
1085,Hamas leader and Palestinian Prime Minister-designate Ismail Haniyeh said Sunday his militant group is ready to recognize Israel if Israel gives the Palestinian people a state on lands occupied since the 1967 war.,"Hamas, Prime, Ismail Haniyeh, Israel, Israel"
1086,European Union Trade Commissioner Peter Mandelson has called on EU governments to release blocked Chinese textile shipments saying a failure to do so could cause economic hardship in Europe.,"European Union Trade Commissioner Peter Mandelson, EU, Europe"
1087,The announcement followed talks with Beijing aimed at revising a June textile quota agreement limiting shipments to Europe.,"Beijing, Europe"
1089,Mr. Mandelson Tuesday said the economic consequences of not allowing the goods to enter Europe will be severe for small retailers.,"Mr. Mandelson, Europe"
1091,EU textile producers say the imports are harming their business but retailers say they have already paid for the Chinese clothing and want the items released.,EU
1092,Iraqi officials say authorities have regained control of the southern city of Diwaniyah after fierce clashes with Shi'ite militiamen that claimed more than 70 lives.,"Diwaniyah, Shi'ite"
1093,The office of Prime Minister Nouri al-Maliki says 23 government soldiers and 50 gunmen were killed in the fighting Monday.,"Prime, Nouri al-Maliki"
1095,The fighting ended after a deal was reached between officials and Shi'ite militiamen loyal to radical Shi'ite cleric Moqtada al-Sadr.,"Shi'ite, Shi'ite, Moqtada al-Sadr"
1096,Meanwhile some 30 Iraqis were killed and a number of others wounded in a fuel pipeline explosion near Diwaniyah.,Diwaniyah
1098,In Baghdad police say they found the bodies of at least 20 people who had been shot and dumped in the capital.,Baghdad
1099,The U.S. military has reported the deaths of 10 American soldiers in hostile action in Iraq since Sunday.,"U.S., Iraq"
1100,Sri Lankan military officials say at least 18 Tamil rebels and two government soldiers have died in separate clashes.,"Sri Lankan, Tamil"
1101,Officials said Sunday that the navy attacked a rebel camp on Iranativu island off the northern coast Saturday destroying a rebel boat and killing four Tamil fighters.,"navy, Iranativu"
1104,The latest fighting raged despite a cease-fire offered by the rebels to take place during a regional summit in the capital Colombo.,Colombo
1105,The rebels have been fighting for an independent homeland for ethnic Tamils in Sri Lanka's north and east since 1983.,"Tamils, Sri"
1107,President Bush has signed legislation reaffirming U.S. support for the continued expansion of NATO.,"President Bush, U.S., NATO"
1108,The measure designates Albania Croatia Georgia Macedonia and Ukraine as eligible to receive financial assistance as they pursue NATO membership.,"Albania, Croatia, Georgia, Macedonia, Ukraine, NATO"
1110,But the White House announcement did not specify a figure.,White House
1111,Al-Qaida's deputy leader Ayman al-Zawahiri has warned that the Persian Gulf region and Israel will be the terrorist group's next targets.,"Al-Qaida, Ayman al-Zawahiri, Persian Gulf, Israel"
1112,The Egyptian-born Zawahiri issued the threat in a videotaped message that was broadcast Monday - the fifth anniversary of the September 11 attacks on the United States.,"Zawahiri, United States"
1113,"Zawahiri warned of"" new events"" and suggested that militants should target Western economic interests.",Zawahiri
1115,Zawahiri stressed that Western leaders should be more concerned about attacks in the Gulf or Israel than violence in Iraq or Afghanistan.,"Zawahiri, Gulf, Israel, Iraq, Afghanistan"
1116,He also made the first indirect threat against United Nations peacekeepers bound for Lebanon.,"United Nations, Lebanon"
1117,"Zawahiri said the force is"" hostile to Islam.""",Islam
1118,The message was not dated but Zawahiri referred to the war between Israel and Hezbollah guerrillas.,"Israel, Hezbollah"
1119,"An animal rights group says more than 40 dolphins are being held under what it calls"" appalling"" conditions in the Solomon Islands.",Solomon Islands
1120,The World Society for the Protection of Animals says the dolphins are being kept in cages in overcrowded shallow and polluted pens off the island of Gavutu in the Pacific island nation.,"Protection of Animals, Gavutu, Pacific"
1122,The group urged the Solomon Islands to rehabilitate and release the dolphins into the wild.,Solomon Islands
1123,Last year 28 dolphins were transported by plane from the Solomon Islands to Mexico sparking international criticism.,"Solomon Islands, Mexico"
1125,The New York-based Committee to Protect Journalists says it is alarmed by the closure of Radio Shabelle in the city of Baidoa on Sunday.,"New York-based Committee, Protect Journalists, Radio Shabelle, Baidoa"
1126,Somalia's transitional government shut down the station after it broadcast a report saying 300 Ethiopian soldiers had crossed into Somalia.,"Somalia, Somalia"
1127,Ethiopia has denied the report.,Ethiopia
1128,The advocacy group quotes Radio Shabelle's deputy director Mohamed Amiin as saying militiamen entered its premises and detained the two journalists Mohamed Adawe and Ali Mohamed Saed for about eight hours.,"Radio Shabelle, Mohamed Amiin, Mohamed Adawe, Ali Mohamed Saed"
1131,Deputy Director Amiin says the station stands by its report that Ethiopian troops took up positions at Baidoa's airport on Saturday.,"Amiin, Baidoa"
1132,The U.S. military says the trials of three Army reservists charged with abusing detainees at the Abu Ghraib prison will be moved to the United States.,"U.S., Army, Abu Ghraib, United States"
1133,In a statement released late Wednesday officials say the courts martial of Specialist Charles Graner Sergeant Javal Davis,"Specialist Charles Graner, Sergeant Javal Davis"
